,gamma_2.5,gamma_2.5,gamma_3.1,gamma_3.1,gamma_3.5,gamma_3.5,gamma_4,gamma_4,ER_1.5,ER_1.5,ER_2,ER_2,ER_6,ER_6
,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian,Markovian,Non-Markovian
2019-04-16,3912,3910,3457,3457,3243,3224,2634,2657,1551,1886,3901,3931,4985,4985
2019-04-17,3912,3910,3457,3457,3243,3224,2635,2658,1561,1890,3902,3932,4985,4985
2019-04-18,3912,3910,3457,3457,3243,3226,2636,2660,1568,1893,3903,3935,4985,4985
2019-04-19,3912,3910,3457,3457,3243,3226,2637,2661,1577,1901,3905,3935,4985,4985
2019-04-20,3912,3910,3457,3457,3243,3227,2643,2663,1583,1909,3909,3935,4985,4985
2019-04-21,3912,3910,3457,3457,3243,3227,2644,2667,1593,1915,3910,3936,4985,4985
2019-04-22,3912,3910,3457,3457,3243,3229,2645,2670,1598,1920,3911,3936,4985,4985
2019-04-23,3912,3910,3457,3457,3243,3229,2647,2672,1603,1929,3912,3938,4985,4985
2019-04-24,3912,3910,3457,3457,3243,3230,2651,2673,1615,1930,3913,3940,4985,4985
2019-04-25,3912,3910,3457,3457,3243,3232,2654,2679,1618,1938,3914,3941,4985,4985
2019-04-26,3912,3910,3457,3457,3243,3232,2655,2682,1630,1942,3914,3942,4985,4985
2019-04-27,3912,3910,3457,3457,3243,3233,2659,2685,1640,1951,3914,3943,4985,4985
2019-04-28,3912,3910,3457,3457,3243,3234,2662,2686,1643,1956,3915,3945,4985,4985
2019-04-29,3912,3910,3457,3457,3243,3234,2665,2689,1650,1965,3919,3945,4985,4985
2019-04-30,3912,3910,3457,3457,3243,3234,2666,2692,1653,1969,3921,3945,4985,4985
2019-05-01,3912,3910,3457,3457,3243,3236,2669,2694,1661,1974,3923,3945,4985,4985
2019-05-02,3912,3910,3457,3457,3243,3236,2670,2697,1666,1985,3924,3945,4985,4985
2019-05-03,3912,3910,3457,3457,3243,3236,2673,2699,1674,1992,3928,3946,4985,4985
2019-05-04,3912,3910,3457,3457,3243,3238,2675,2699,1678,2000,3929,3947,4985,4985
2019-05-05,3912,3910,3457,3457,3243,3240,2676,2702,1685,2008,3931,3949,4985,4985
2019-05-06,3912,3910,3457,3457,3243,3240,2679,2704,1697,2012,3931,3950,4985,4985
2019-05-07,3912,3910,3457,3457,3243,3240,2679,2705,1704,2015,3932,3951,4985,4985
2019-05-08,3912,3910,3457,3457,3243,3240,2680,2707,1712,2020,3932,3952,4985,4985
2019-05-09,3912,3910,3457,3457,3243,3240,2684,2709,1717,2027,3934,3952,4985,4985
2019-05-10,3912,3910,3457,3457,3243,3240,2686,2712,1723,2034,3935,3953,4985,4985
2019-05-11,3912,3910,3457,3457,3243,3240,2689,2715,1727,2041,3936,3953,4985,4985
2019-05-12,3912,3910,3457,3457,3243,3240,2689,2716,1732,2043,3936,3954,4985,4985
2019-05-13,3912,3910,3457,3457,3243,3240,2689,2718,1738,2047,3938,3954,4985,4985
2019-05-14,3912,3910,3457,3457,3243,3240,2691,2721,1740,2051,3939,3955,4985,4985
2019-05-15,3912,3910,3457,3457,3243,3240,2694,2721,1748,2057,3940,3955,4985,4985
2019-05-16,3912,3910,3457,3457,3243,3240,2696,2721,1753,2060,3943,3958,4985,4985
2019-05-17,3912,3910,3457,3457,3243,3240,2698,2724,1759,2065,3946,3959,4985,4985
2019-05-18,3912,3910,3457,3457,3243,3240,2699,2724,1764,2069,3948,3960,4985,4985
2019-05-19,3912,3910,3457,3457,3243,3241,2700,2726,1768,2076,3948,3960,4985,4985
2019-05-20,3912,3910,3457,3457,3243,3242,2702,2730,1774,2081,3950,3961,4985,4985
2019-05-21,3912,3910,3457,3457,3243,3242,2702,2732,1779,2084,3952,3962,4985,4985
2019-05-22,3912,3910,3457,3457,3243,3242,2702,2733,1785,2087,3952,3963,4985,4985
2019-05-23,3912,3910,3457,3457,3243,3243,2707,2734,1796,2091,3953,3964,4985,4985
2019-05-24,3912,3910,3457,3457,3243,3244,2708,2735,1805,2095,3953,3965,4985,4985
2019-05-25,3912,3910,3457,3457,3243,3245,2710,2736,1810,2101,3954,3969,4985,4985
2019-05-26,3912,3910,3457,3457,3243,3245,2710,2737,1810,2106,3956,3969,4985,4985
2019-05-27,3912,3910,3457,3457,3243,3245,2711,2741,1817,2110,3957,3969,4985,4985
2019-05-28,3912,3910,3457,3457,3243,3246,2713,2742,1819,2116,3957,3969,4985,4985
2019-05-29,3912,3910,3457,3457,3243,3247,2716,2743,1822,2121,3957,3969,4985,4985
2019-05-30,3912,3910,3457,3457,3243,3248,2719,2743,1828,2128,3958,3969,4985,4985
2019-05-31,3912,3910,3457,3457,3243,3248,2721,2744,1839,2135,3959,3970,4985,4985
2019-06-01,3912,3910,3457,3457,3243,3248,2722,2744,1845,2143,3959,3970,4985,4985
2019-06-02,3912,3910,3457,3457,3244,3248,2724,2746,1850,2153,3960,3970,4985,4985
2019-06-03,3912,3910,3457,3457,3244,3248,2724,2748,1857,2158,3960,3970,4985,4985
2019-06-04,3912,3910,3457,3457,3244,3248,2728,2751,1860,2165,3960,3970,4985,4985
2019-06-05,3912,3910,3457,3457,3244,3248,2731,2752,1862,2170,3961,3972,4985,4985
2019-06-06,3912,3910,3457,3457,3244,3248,2732,2755,1865,2178,3961,3973,4985,4985
2019-06-07,3912,3910,3457,3457,3244,3249,2733,2758,1867,2184,3961,3974,4985,4985
2019-06-08,3912,3910,3457,3457,3244,3250,2733,2761,1875,2192,3962,3974,4985,4985
2019-06-09,3912,3910,3457,3457,3244,3251,2734,2763,1882,2197,3963,3975,4985,4985
2019-06-10,3912,3910,3458,3457,3244,3251,2737,2764,1890,2210,3964,3975,4985,4985
2019-06-11,3912,3910,3458,3457,3244,3253,2739,2765,1895,2216,3964,3976,4985,4985
2019-06-12,3912,3910,3458,3457,3244,3253,2741,2768,1904,2225,3964,3976,4985,4985
2019-06-13,3912,3910,3458,3457,3244,3253,2742,2769,1908,2227,3965,3976,4985,4985
2019-06-14,3912,3910,3458,3457,3244,3253,2743,2769,1912,2232,3966,3976,4985,4985
2019-06-15,3912,3910,3458,3457,3244,3253,2744,2769,1916,2235,3968,3976,4985,4985
2019-06-16,3912,3910,3458,3457,3244,3253,2746,2769,1920,2238,3968,3976,4985,4985
2019-06-17,3912,3910,3458,3457,3244,3253,2747,2770,1927,2244,3971,3976,4985,4985
2019-06-18,3912,3910,3458,3457,3244,3253,2748,2773,1934,2247,3971,3978,4985,4985
2019-06-19,3912,3910,3458,3457,3244,3253,2752,2777,1939,2251,3973,3979,4985,4985
2019-06-20,3912,3910,3458,3457,3244,3256,2756,2780,1945,2256,3973,3979,4985,4985
2019-06-21,3912,3910,3458,3457,3244,3257,2756,2782,1953,2266,3974,3979,4985,4985
2019-06-22,3912,3910,3458,3457,3244,3257,2757,2784,1961,2273,3975,3980,4985,4985
2019-06-23,3912,3910,3458,3457,3244,3258,2758,2784,1962,2274,3976,3980,4985,4985
2019-06-24,3912,3910,3458,3457,3244,3258,2759,2787,1968,2277,3976,3980,4985,4985
2019-06-25,3912,3910,3458,3457,3245,3258,2760,2787,1976,2281,3977,3981,4985,4985
2019-06-26,3912,3910,3458,3457,3245,3258,2762,2787,1982,2288,3977,3981,4985,4985
2019-06-27,3912,3910,3458,3457,3245,3258,2767,2787,1985,2292,3978,3982,4985,4985
2019-06-28,3912,3910,3458,3457,3245,3258,2767,2788,1990,2294,3978,3982,4985,4985
2019-06-29,3912,3910,3458,3457,3245,3258,2768,2789,1991,2296,3978,3982,4985,4985
2019-06-30,3912,3910,3458,3457,3245,3258,2768,2789,1995,2299,3978,3982,4985,4985
2019-07-01,3912,3910,3458,3457,3245,3258,2771,2790,2002,2305,3978,3983,4985,4985
2019-07-02,3912,3910,3458,3457,3245,3258,2772,2790,2007,2311,3978,3983,4985,4985
2019-07-03,3912,3910,3458,3457,3245,3259,2775,2790,2008,2320,3979,3983,4985,4985
2019-07-04,3912,3910,3458,3457,3245,3259,2776,2790,2017,2326,3980,3984,4985,4985
2019-07-05,3912,3910,3458,3457,3245,3259,2776,2790,2020,2331,3981,3984,4985,4985
2019-07-06,3912,3910,3458,3457,3245,3259,2778,2792,2024,2335,3983,3985,4985,4985
2019-07-07,3912,3910,3458,3457,3245,3259,2779,2792,2027,2339,3983,3986,4985,4985
2019-07-08,3912,3910,3458,3457,3245,3259,2781,2794,2035,2346,3983,3987,4985,4985
2019-07-09,3912,3910,3458,3457,3245,3259,2782,2794,2038,2348,3983,3987,4985,4985
2019-07-10,3912,3910,3458,3457,3245,3259,2783,2795,2045,2352,3984,3987,4985,4985
2019-07-11,3912,3910,3458,3457,3246,3259,2784,2798,2053,2356,3984,3987,4985,4985
2019-07-12,3912,3910,3458,3457,3246,3259,2786,2800,2058,2362,3984,3987,4985,4985
2019-07-13,3912,3910,3458,3457,3246,3259,2786,2801,2062,2367,3984,3988,4985,4985
2019-07-14,3912,3910,3458,3457,3246,3259,2788,2803,2068,2374,3984,3989,4985,4985
2019-07-15,3912,3910,3458,3457,3246,3259,2788,2804,2070,2379,3985,3989,4985,4985
2019-07-16,3912,3910,3458,3457,3246,3259,2788,2805,2070,2383,3987,3991,4985,4985
2019-07-17,3912,3910,3458,3457,3247,3259,2788,2805,2080,2388,3987,3992,4985,4985
2019-07-18,3912,3910,3458,3457,3247,3259,2789,2805,2088,2392,3987,3992,4985,4985
2019-07-19,3912,3910,3458,3457,3247,3259,2789,2807,2093,2396,3988,3992,4985,4985
2019-07-20,3912,3910,3458,3457,3247,3260,2789,2810,2100,2400,3988,3992,4985,4985
2019-07-21,3912,3910,3458,3457,3247,3260,2789,2810,2101,2404,3989,3992,4985,4985
2019-07-22,3912,3910,3458,3457,3248,3261,2790,2810,2104,2407,3989,3992,4985,4985
2019-07-23,3912,3910,3458,3457,3248,3261,2791,2811,2114,2413,3989,3992,4985,4985
2019-07-24,3912,3910,3458,3457,3248,3261,2793,2811,2120,2418,3989,3992,4985,4985
2019-07-25,3912,3910,3458,3457,3248,3261,2795,2811,2126,2422,3989,3992,4985,4985
2019-07-26,3912,3910,3458,3457,3248,3261,2795,2812,2131,2427,3989,3993,4985,4985
2019-07-27,3912,3910,3458,3457,3248,3261,2796,2813,2136,2432,3989,3993,4985,4985
2019-07-28,3912,3910,3458,3457,3248,3261,2797,2813,2143,2435,3990,3993,4985,4985
2019-07-29,3912,3910,3458,3457,3248,3262,2797,2814,2150,2438,3990,3993,4985,4985
2019-07-30,3912,3910,3458,3457,3248,3263,2799,2815,2154,2441,3992,3993,4985,4985
2019-07-31,3912,3910,3458,3457,3248,3263,2800,2815,2162,2445,3992,3994,4985,4985
2019-08-01,3912,3910,3458,3457,3248,3263,2800,2815,2168,2450,3993,3994,4985,4985
2019-08-02,3912,3910,3458,3457,3248,3263,2801,2816,2172,2452,3993,3994,4985,4985
2019-08-03,3912,3910,3458,3457,3248,3263,2801,2816,2178,2458,3995,3994,4985,4985
2019-08-04,3912,3910,3458,3457,3248,3263,2803,2816,2184,2461,3995,3994,4985,4985
2019-08-05,3912,3910,3458,3457,3248,3263,2804,2816,2190,2466,3996,3995,4985,4985
2019-08-06,3912,3910,3458,3457,3248,3263,2805,2816,2195,2473,3996,3995,4985,4985
2019-08-07,3912,3910,3458,3457,3248,3263,2806,2816,2200,2476,3996,3995,4985,4985
2019-08-08,3912,3910,3458,3457,3248,3263,2806,2816,2208,2479,3996,3995,4985,4985
2019-08-09,3912,3910,3458,3457,3248,3263,2806,2818,2211,2479,3996,3995,4985,4985
2019-08-10,3912,3910,3458,3457,3248,3263,2806,2820,2214,2483,3996,3996,4985,4985
2019-08-11,3912,3910,3458,3457,3248,3263,2807,2820,2218,2488,3996,3996,4985,4985
2019-08-12,3912,3910,3458,3457,3248,3263,2807,2821,2225,2492,3996,3996,4985,4985
2019-08-13,3912,3910,3458,3457,3248,3263,2807,2822,2227,2497,3996,3997,4985,4985
2019-08-14,3912,3910,3458,3457,3249,3263,2808,2826,2232,2500,3996,3997,4985,4985
2019-08-15,3912,3910,3458,3457,3249,3263,2809,2827,2236,2501,3996,3997,4985,4985
2019-08-16,3912,3910,3458,3457,3249,3263,2809,2828,2242,2505,3996,3997,4985,4985
2019-08-17,3912,3910,3458,3457,3249,3263,2809,2828,2245,2511,3997,3997,4985,4985
2019-08-18,3912,3910,3458,3457,3249,3263,2810,2830,2249,2516,3998,3998,4985,4985
2019-08-19,3912,3910,3458,3457,3250,3263,2810,2831,2255,2523,3998,3998,4985,4985
2019-08-20,3912,3910,3458,3457,3250,3263,2810,2831,2263,2530,3998,3999,4985,4985
2019-08-21,3912,3910,3458,3457,3250,3263,2810,2831,2268,2532,3998,3999,4985,4985
2019-08-22,3912,3910,3458,3457,3250,3263,2810,2831,2274,2539,3998,4000,4985,4985
2019-08-23,3912,3910,3458,3457,3250,3263,2811,2832,2277,2549,3998,4000,4985,4985
2019-08-24,3912,3910,3458,3457,3250,3263,2811,2833,2281,2556,3998,4000,4985,4985
2019-08-25,3912,3910,3458,3457,3250,3263,2811,2833,2284,2556,3998,4000,4985,4985
2019-08-26,3912,3910,3458,3457,3250,3263,2812,2833,2288,2560,3998,4000,4985,4985
2019-08-27,3912,3910,3458,3457,3250,3263,2812,2833,2289,2562,3998,4000,4985,4985
2019-08-28,3912,3910,3458,3457,3250,3263,2812,2833,2292,2565,3999,4000,4985,4985
2019-08-29,3912,3910,3458,3457,3250,3263,2812,2833,2297,2567,3999,4000,4985,4985
2019-08-30,3912,3910,3458,3457,3250,3263,2812,2833,2301,2568,3999,4000,4985,4985
2019-08-31,3912,3910,3458,3457,3250,3263,2812,2834,2303,2572,3999,4000,4985,4985
2019-09-01,3912,3910,3458,3457,3250,3263,2812,2834,2304,2574,3999,4000,4985,4985
2019-09-02,3912,3910,3458,3457,3251,3263,2812,2834,2310,2579,3999,4000,4985,4985
2019-09-03,3912,3910,3458,3457,3252,3263,2812,2835,2313,2581,3999,4000,4985,4985
2019-09-04,3912,3910,3458,3457,3253,3263,2812,2836,2320,2584,3999,4000,4985,4985
2019-09-05,3912,3910,3458,3457,3253,3263,2812,2838,2324,2586,3999,4000,4985,4985
2019-09-06,3912,3910,3458,3457,3253,3263,2812,2838,2330,2586,3999,4001,4985,4985
2019-09-07,3912,3910,3458,3457,3253,3263,2812,2838,2336,2588,3999,4001,4985,4985
2019-09-08,3912,3910,3458,3457,3253,3263,2812,2838,2340,2591,4000,4001,4985,4985
2019-09-09,3912,3910,3458,3457,3253,3263,2812,2838,2347,2592,4000,4002,4985,4985
2019-09-10,3912,3910,3458,3457,3253,3263,2813,2838,2348,2597,4001,4002,4985,4985
2019-09-11,3912,3910,3458,3457,3253,3263,2813,2838,2359,2606,4001,4002,4985,4985
2019-09-12,3912,3910,3458,3457,3253,3263,2813,2839,2365,2608,4001,4002,4985,4985
2019-09-13,3912,3910,3458,3457,3253,3263,2813,2839,2368,2612,4001,4002,4985,4985
2019-09-14,3912,3910,3458,3457,3253,3263,2813,2839,2372,2615,4002,4004,4985,4985
2019-09-15,3912,3910,3458,3457,3253,3263,2814,2839,2373,2615,4002,4004,4985,4985
2019-09-16,3912,3910,3458,3457,3253,3263,2814,2839,2380,2619,4002,4004,4985,4985
2019-09-17,3912,3910,3458,3457,3253,3263,2814,2839,2384,2620,4003,4004,4985,4985
2019-09-18,3912,3910,3458,3457,3253,3263,2814,2841,2387,2625,4003,4004,4985,4985
2019-09-19,3912,3910,3458,3457,3253,3263,2814,2842,2390,2625,4003,4005,4985,4985
2019-09-20,3912,3910,3458,3457,3253,3263,2814,2843,2391,2628,4003,4005,4985,4985
2019-09-21,3912,3910,3458,3457,3253,3263,2814,2845,2393,2628,4003,4005,4985,4985
2019-09-22,3912,3910,3458,3457,3253,3263,2815,2845,2396,2629,4004,4005,4985,4985
2019-09-23,3912,3910,3458,3457,3253,3263,2815,2846,2400,2631,4004,4005,4985,4985
2019-09-24,3912,3910,3458,3457,3253,3263,2816,2846,2407,2636,4004,4005,4985,4985
2019-09-25,3912,3910,3458,3457,3254,3263,2817,2847,2412,2637,4005,4006,4985,4985
2019-09-26,3912,3910,3458,3457,3254,3263,2817,2847,2415,2638,4005,4006,4985,4985
2019-09-27,3912,3910,3458,3457,3254,3263,2818,2847,2421,2641,4005,4006,4985,4985
2019-09-28,3912,3910,3458,3457,3254,3263,2818,2847,2424,2645,4005,4007,4985,4985
2019-09-29,3912,3910,3458,3457,3254,3263,2818,2847,2427,2649,4006,4007,4985,4985
2019-09-30,3912,3910,3458,3457,3254,3263,2818,2847,2430,2650,4006,4007,4985,4985
2019-10-01,3912,3910,3458,3457,3254,3263,2818,2848,2434,2653,4006,4007,4985,4985
2019-10-02,3912,3910,3458,3457,3254,3263,2818,2848,2439,2656,4006,4007,4985,4985
2019-10-03,3912,3910,3458,3457,3254,3263,2818,2848,2442,2659,4006,4007,4985,4985
2019-10-04,3912,3910,3458,3457,3254,3263,2818,2849,2442,2660,4006,4007,4985,4985
2019-10-05,3912,3910,3458,3457,3254,3263,2818,2849,2453,2663,4006,4007,4985,4985
2019-10-06,3912,3910,3458,3457,3254,3263,2818,2849,2458,2665,4006,4007,4985,4985
2019-10-07,3912,3910,3458,3457,3254,3263,2819,2849,2462,2668,4006,4008,4985,4985
2019-10-08,3912,3910,3458,3457,3254,3263,2820,2849,2468,2671,4007,4008,4985,4985
2019-10-09,3912,3910,3458,3457,3254,3263,2821,2849,2470,2673,4008,4009,4985,4985
2019-10-10,3912,3910,3458,3457,3254,3263,2821,2849,2475,2678,4008,4009,4985,4985
2019-10-11,3912,3910,3458,3457,3254,3263,2822,2849,2478,2679,4008,4009,4985,4985
2019-10-12,3912,3910,3458,3457,3254,3263,2822,2850,2478,2684,4009,4010,4985,4985
2019-10-13,3912,3910,3458,3457,3254,3263,2822,2850,2484,2687,4009,4010,4985,4985
2019-10-14,3912,3910,3458,3457,3254,3263,2822,2850,2488,2688,4009,4010,4985,4985
2019-10-15,3912,3910,3458,3457,3254,3263,2823,2850,2490,2693,4009,4010,4985,4985
2019-10-16,3912,3910,3458,3457,3254,3263,2824,2850,2494,2698,4009,4010,4985,4985
2019-10-17,3912,3910,3458,3457,3254,3263,2824,2850,2494,2700,4009,4010,4985,4985
2019-10-18,3912,3910,3458,3457,3254,3263,2824,2850,2496,2704,4010,4010,4985,4985
2019-10-19,3912,3910,3458,3457,3254,3263,2825,2850,2499,2705,4010,4010,4985,4985
2019-10-20,3912,3910,3458,3457,3254,3263,2826,2851,2502,2708,4010,4010,4985,4985
2019-10-21,3912,3910,3458,3457,3254,3263,2826,2852,2504,2709,4010,4010,4985,4985
2019-10-22,3912,3910,3458,3457,3254,3263,2826,2852,2507,2710,4010,4010,4985,4985
2019-10-23,3912,3910,3458,3457,3254,3263,2826,2853,2514,2713,4010,4010,4985,4985
2019-10-24,3912,3910,3458,3457,3254,3263,2826,2853,2514,2717,4010,4010,4985,4985
2019-10-25,3912,3910,3458,3457,3254,3263,2826,2853,2517,2719,4010,4010,4985,4985
2019-10-26,3912,3910,3458,3457,3254,3263,2828,2855,2518,2721,4010,4010,4985,4985
2019-10-27,3912,3910,3458,3457,3254,3263,2829,2856,2520,2722,4010,4010,4985,4985
2019-10-28,3912,3910,3458,3457,3254,3263,2829,2856,2521,2726,4010,4010,4985,4985
2019-10-29,3912,3910,3458,3457,3254,3263,2829,2856,2526,2730,4010,4010,4985,4985
2019-10-30,3912,3910,3458,3457,3254,3263,2830,2856,2529,2731,4010,4010,4985,4985
2019-10-31,3912,3910,3458,3457,3254,3263,2831,2856,2532,2735,4010,4010,4985,4985
2019-11-01,3912,3910,3458,3457,3254,3263,2831,2856,2536,2736,4010,4010,4985,4985
2019-11-02,3912,3910,3458,3457,3254,3263,2831,2856,2536,2738,4010,4011,4985,4985
2019-11-03,3912,3910,3458,3457,3254,3263,2831,2856,2542,2738,4010,4011,4985,4985
2019-11-04,3912,3910,3458,3457,3254,3263,2831,2856,2548,2739,4010,4011,4985,4985
2019-11-05,3912,3910,3458,3457,3254,3263,2832,2856,2551,2743,4010,4011,4985,4985
2019-11-06,3912,3910,3458,3457,3254,3263,2832,2857,2553,2744,4010,4011,4985,4985
2019-11-07,3912,3910,3458,3457,3254,3263,2832,2857,2557,2747,4010,4011,4985,4985
2019-11-08,3912,3910,3458,3457,3254,3263,2832,2857,2561,2748,4010,4011,4985,4985
2019-11-09,3912,3910,3458,3457,3254,3263,2833,2857,2562,2748,4010,4011,4985,4985
2019-11-10,3912,3910,3458,3457,3254,3263,2833,2857,2563,2752,4010,4011,4985,4985
2019-11-11,3912,3910,3458,3457,3254,3263,2833,2857,2564,2753,4010,4011,4985,4985
2019-11-12,3912,3910,3458,3457,3254,3263,2834,2857,2566,2756,4012,4011,4985,4985
2019-11-13,3912,3910,3458,3457,3254,3263,2834,2857,2567,2757,4012,4011,4985,4985
2019-11-14,3912,3910,3458,3457,3254,3263,2834,2857,2569,2757,4012,4011,4985,4985
2019-11-15,3912,3910,3458,3457,3254,3263,2834,2858,2570,2758,4012,4011,4985,4985
2019-11-16,3912,3910,3458,3457,3254,3263,2835,2858,2572,2758,4012,4011,4985,4985
2019-11-17,3912,3910,3458,3457,3254,3263,2835,2858,2574,2760,4012,4011,4985,4985
2019-11-18,3912,3910,3458,3457,3254,3263,2835,2858,2577,2762,4013,4011,4985,4985
2019-11-19,3912,3910,3458,3457,3254,3263,2835,2859,2581,2763,4013,4011,4985,4985
2019-11-20,3912,3910,3458,3457,3254,3263,2836,2859,2582,2763,4013,4011,4985,4985
2019-11-21,3912,3910,3458,3457,3254,3263,2836,2859,2584,2764,4013,4011,4985,4985
2019-11-22,3912,3910,3458,3457,3254,3263,2836,2859,2588,2766,4013,4011,4985,4985
2019-11-23,3912,3910,3458,3457,3254,3263,2837,2859,2592,2767,4013,4011,4985,4985
2019-11-24,3912,3910,3458,3457,3254,3263,2837,2859,2593,2769,4013,4011,4985,4985
2019-11-25,3912,3910,3458,3457,3254,3263,2837,2859,2597,2772,4013,4011,4985,4985
2019-11-26,3912,3910,3458,3457,3254,3263,2838,2859,2600,2775,4013,4011,4985,4985
2019-11-27,3912,3910,3458,3457,3254,3263,2838,2859,2600,2778,4013,4011,4985,4985
2019-11-28,3912,3910,3458,3457,3254,3263,2838,2859,2604,2780,4013,4011,4985,4985
2019-11-29,3912,3910,3458,3457,3254,3263,2838,2859,2608,2782,4013,4011,4985,4985
2019-11-30,3912,3910,3458,3457,3254,3263,2838,2859,2613,2784,4013,4011,4985,4985
2019-12-01,3912,3910,3458,3457,3254,3263,2838,2859,2614,2784,4013,4011,4985,4985
2019-12-02,3912,3910,3458,3457,3254,3263,2839,2859,2618,2787,4013,4011,4985,4985
2019-12-03,3912,3910,3458,3457,3254,3263,2839,2859,2619,2791,4013,4011,4985,4985
2019-12-04,3912,3910,3458,3457,3254,3263,2839,2860,2621,2792,4013,4011,4985,4985
2019-12-05,3912,3910,3458,3457,3254,3263,2840,2860,2624,2794,4013,4011,4985,4985
2019-12-06,3912,3910,3458,3457,3254,3263,2840,2860,2627,2794,4013,4011,4985,4985
2019-12-07,3912,3910,3458,3457,3254,3263,2841,2860,2629,2795,4013,4011,4985,4985
2019-12-08,3912,3910,3458,3457,3254,3263,2843,2860,2633,2796,4013,4011,4985,4985
2019-12-09,3912,3910,3458,3457,3254,3263,2843,2860,2633,2799,4013,4011,4985,4985
2019-12-10,3912,3910,3458,3457,3254,3263,2843,2860,2634,2802,4013,4011,4985,4985
2019-12-11,3912,3910,3458,3457,3254,3263,2843,2860,2636,2804,4013,4011,4985,4985
2019-12-12,3912,3910,3458,3457,3254,3263,2843,2860,2638,2808,4013,4011,4985,4985
2019-12-13,3912,3910,3458,3457,3254,3263,2843,2860,2640,2812,4013,4011,4985,4985
2019-12-14,3912,3910,3458,3457,3254,3263,2843,2860,2642,2815,4013,4011,4985,4985
2019-12-15,3912,3910,3458,3457,3254,3263,2843,2860,2645,2816,4013,4011,4985,4985
2019-12-16,3912,3910,3458,3457,3254,3263,2843,2860,2646,2817,4013,4012,4985,4985
2019-12-17,3912,3910,3458,3457,3254,3263,2843,2860,2652,2817,4013,4012,4985,4985
2019-12-18,3912,3910,3458,3457,3255,3263,2843,2860,2655,2818,4013,4012,4985,4985
2019-12-19,3912,3910,3458,3457,3255,3263,2843,2860,2658,2818,4013,4012,4985,4985
2019-12-20,3912,3910,3458,3457,3255,3263,2843,2860,2663,2819,4013,4012,4985,4985
2019-12-21,3912,3910,3458,3457,3255,3263,2843,2860,2665,2821,4013,4012,4985,4985
2019-12-22,3912,3910,3458,3457,3255,3263,2843,2860,2668,2823,4013,4012,4985,4985
2019-12-23,3912,3910,3458,3457,3255,3263,2843,2860,2670,2825,4013,4012,4985,4985
2019-12-24,3912,3910,3458,3457,3255,3263,2843,2860,2673,2826,4013,4012,4985,4985
2019-12-25,3912,3910,3458,3457,3255,3263,2844,2860,2678,2826,4013,4012,4985,4985
2019-12-26,3912,3910,3458,3457,3255,3263,2844,2860,2682,2828,4013,4012,4985,4985
2019-12-27,3912,3910,3458,3457,3255,3263,2844,2860,2684,2828,4013,4012,4985,4985
2019-12-28,3912,3910,3458,3457,3255,3263,2844,2860,2687,2832,4013,4012,4985,4985
2019-12-29,3912,3910,3458,3457,3255,3263,2845,2860,2688,2833,4014,4012,4985,4985
2019-12-30,3912,3910,3458,3457,3255,3263,2845,2860,2689,2833,4014,4012,4985,4985
2019-12-31,3912,3910,3458,3457,3255,3263,2845,2860,2692,2833,4014,4012,4985,4985
2020-01-01,3912,3910,3458,3457,3255,3263,2845,2860,2697,2834,4014,4012,4985,4985
2020-01-02,3912,3910,3458,3457,3255,3263,2845,2860,2699,2835,4014,4012,4985,4985
2020-01-03,3912,3910,3458,3457,3255,3263,2845,2860,2701,2836,4014,4012,4985,4985
2020-01-04,3912,3910,3458,3457,3255,3263,2845,2860,2703,2837,4014,4012,4985,4985
2020-01-05,3912,3910,3458,3457,3255,3263,2845,2860,2705,2840,4014,4012,4985,4985
2020-01-06,3912,3910,3458,3457,3255,3263,2845,2860,2705,2840,4014,4012,4985,4985
2020-01-07,3912,3910,3458,3457,3255,3263,2845,2860,2706,2841,4014,4012,4985,4985
2020-01-08,3912,3910,3458,3457,3255,3263,2845,2860,2710,2843,4014,4012,4985,4985
2020-01-09,3912,3910,3458,3457,3255,3263,2845,2860,2714,2844,4014,4012,4985,4985
2020-01-10,3912,3910,3458,3457,3255,3263,2845,2860,2716,2846,4014,4012,4985,4985
2020-01-11,3912,3910,3458,3457,3255,3263,2845,2861,2718,2848,4014,4012,4985,4985
2020-01-12,3912,3910,3458,3457,3255,3263,2847,2861,2721,2848,4014,4012,4985,4985
2020-01-13,3912,3910,3458,3457,3255,3263,2847,2861,2721,2848,4014,4012,4985,4985
2020-01-14,3912,3910,3458,3457,3255,3263,2847,2861,2722,2851,4014,4012,4985,4985
2020-01-15,3912,3910,3458,3457,3255,3263,2848,2861,2725,2856,4014,4012,4985,4985
2020-01-16,3912,3910,3458,3457,3255,3263,2848,2861,2727,2857,4014,4012,4985,4985
2020-01-17,3912,3910,3458,3457,3255,3263,2848,2862,2731,2857,4014,4012,4985,4985
2020-01-18,3912,3910,3458,3457,3255,3263,2848,2862,2733,2860,4014,4012,4985,4985
2020-01-19,3912,3910,3458,3457,3255,3263,2848,2862,2736,2861,4014,4012,4985,4985
2020-01-20,3912,3910,3458,3457,3255,3263,2848,2862,2737,2863,4014,4012,4985,4985
2020-01-21,3912,3910,3458,3457,3255,3263,2848,2862,2738,2864,4015,4012,4985,4985
